order_id,order_placed_at,restaurant_id,courier_id,delivery_neighborhood,basket_value_euros,delivery_fee_euros,commission_euros,prep_time_minutes,courier_wait_minutes,travel_time_minutes,is_raining,order_status
GLV_000017,2026-06-07 13:00:00,REST_006,COUR_142,Sants,32.68,1.58,7.19,24,-2,11,0,Delivered
GLV_000018,2026-06-03 00:55:00,REST_028,COUR_012,Gòtic,49.99,1.77,11.0,27,6,9,0,Delivered
GLV_000019,2026-06-02 14:52:00,REST_020,COUR_086,Gràcia,37.4,3.18,8.23,19,9,18,0,Delivered
GLV_000020,2026-06-03 23:34:00,REST_027,COUR_052,Poblenou,13.68,2.58,3.01,22,1,10,0,Delivered
GLV_000021,2026-06-02 14:12:00,REST_012,COUR_033,Sarrià,57.77,2.44,12.71,34,8,8,0,Delivered
GLV_000022,2026-06-03 19:41:00,REST_002,COUR_149,Gòtic,22.92,1.99,5.04,19,3,11,0,Delivered
GLV_000023,2026-06-07 13:03:00,REST_011,COUR_087,Poblenou,49.78,1.79,10.95,14,6,20,0,Delivered
GLV_000024,2026-06-03 12:57:00,REST_046,COUR_031,Eixample,63.81,3.88,14.04,20,-2,11,0,Delivered
GLV_000025,2026-06-06 14:57:00,REST_036,COUR_072,Poblenou,48.32,2.45,10.63,29,0,11,0,Delivered
GLV_000026,2026-06-05 00:28:00,REST_014,COUR_145,Poblenou,13.77,1.85,3.03,25,1,11,0,Delivered
GLV_000027,2026-06-07 11:22:00,REST_001,COUR_030,Poblenou,30.87,2.23,6.79,21,1,18,0,Delivered
GLV_000028,2026-06-06 12:16:00,REST_012,COUR_133,Sants,28.88,3.91,6.35,24,2,21,0,Delivered
GLV_000029,2026-06-04 19:37:00,REST_002,COUR_132,Sants,41.67,2.37,9.17,16,9,13,1,Delivered
GLV_000030,2026-06-04 06:14:00,REST_007,COUR_048,Gòtic,60.76,2.77,13.37,26,3,17,0,Delivered
GLV_000031,2026-06-06 20:21:00,REST_020,COUR_029,Sants,29.54,3.52,6.5,21,9,15,0,Delivered
GLV_000032,2026-06-02 18:41:00,REST_009,COUR_071,Poblenou,21.32,2.56,4.69,21,1,8,1,Delivered
GLV_000033,2026-06-03 17:16:00,REST_033,COUR_144,Sarrià,30.24,3.62,6.65,21,-2,25,1,Delivered
GLV_000034,2026-06-05 19:32:00,REST_013,COUR_120,Gràcia,16.98,4.1,3.74,28,8,13,0,Delivered
GLV_000035,2026-06-04 17:16:00,REST_046,COUR_105,Gràcia,21.73,2.21,4.78,21,2,14,0,Delivered
GLV_000036,2026-06-03 19:08:00,REST_008,COUR_145,Sarrià,53.79,2.23,11.83,31,4,19,0,Delivered
GLV_000037,2026-06-02 09:21:00,REST_019,COUR_101,Gòtic,42.73,3.44,9.4,21,0,20,1,Delivered
GLV_000038,2026-06-02 09:43:00,REST_010,COUR_059,Gòtic,18.38,4.05,4.04,23,1,9,0,Delivered
GLV_000039,2026-06-05 07:07:00,REST_030,COUR_080,Eixample,62.46,2.46,13.74,20,4,16,1,Delivered
GLV_000040,2026-06-06 01:58:00,REST_019,COUR_063,Sants,63.36,2.95,13.94,19,3,9,0,Delivered
GLV_000041,2026-06-02 18:45:00,REST_001,COUR_042,Poblenou,54.0,2.86,11.88,23,7,20,0,Delivered
GLV_000042,2026-06-02 19:07:00,REST_019,COUR_081,Sarrià,34.37,1.97,7.56,21,7,16,0,Delivered
GLV_000043,2026-06-02 08:53:00,REST_044,COUR_024,Poblenou,16.44,3.11,3.62,26,2,16,0,Delivered
GLV_000044,2026-06-03 19:39:00,REST_043,COUR_070,Gràcia,32.63,1.96,7.18,27,7,11,0,Delivered
GLV_000045,2026-06-04 14:16:00,REST_013,COUR_001,Eixample,24.48,4.27,5.39,28,5,11,1,Delivered
GLV_000046,2026-06-04 15:24:00,REST_021,COUR_023,Sants,23.76,3.71,5.23,23,2,13,0,Delivered
GLV_000047,2026-06-06 11:30:00,REST_008,COUR_129,Poblenou,19.86,3.13,4.37,23,-2,17,0,Delivered
GLV_000048,2026-06-03 13:07:00,REST_043,COUR_029,Eixample,39.46,3.45,8.68,27,6,8,0,Delivered
GLV_000049,2026-06-06 14:21:00,REST_015,COUR_125,Sarrià,51.85,3.39,11.41,26,3,14,0,Delivered
GLV_000050,2026-06-04 22:53:00,REST_017,COUR_145,Sants,50.73,2.47,11.16,16,5,21,0,Delivered
GLV_000051,2026-06-03 08:08:00,REST_018,COUR_060,Gòtic,62.41,3.69,13.73,18,7,10,0,Delivered
GLV_000052,2026-06-05 08:31:00,REST_037,COUR_107,Gràcia,15.08,1.52,3.32,27,6,11,0,Delivered
GLV_000053,2026-06-04 07:06:00,REST_020,COUR_126,Gràcia,57.56,4.37,12.66,7,7,20,0,Delivered
GLV_000054,2026-06-06 19:14:00,REST_002,COUR_150,Sants,17.28,3.44,3.8,18,7,20,0,Delivered
GLV_000055,2026-06-01 10:58:00,REST_013,COUR_120,Sants,55.99,2.47,12.32,20,-2,16,0,Delivered
GLV_000056,2026-06-06 17:06:00,REST_026,COUR_070,Poblenou,13.17,3.59,2.9,20,6,19,0,Delivered
GLV_000057,2026-06-06 21:16:00,REST_010,COUR_142,Poblenou,18.43,3.1,4.05,20,7,10,0,Delivered
GLV_000058,2026-06-03 12:44:00,REST_039,COUR_088,Sarrià,52.96,3.37,11.65,22,3,19,0,Delivered
GLV_000059,2026-06-02 17:15:00,REST_038,COUR_075,Sants,63.81,4.03,14.04,22,3,8,0,Delivered
GLV_000060,2026-06-05 22:50:00,REST_013,COUR_050,Poblenou,27.79,3.34,6.11,27,1,10,0,Delivered
GLV_000061,2026-06-05 10:50:00,REST_022,COUR_037,Gòtic,54.66,2.78,12.03,13,8,10,0,Delivered
GLV_000062,2026-06-01 08:55:00,REST_009,COUR_084,Sarrià,14.33,2.73,3.15,30,-2,14,0,Delivered
GLV_000063,2026-06-01 17:57:00,REST_046,COUR_007,Eixample,56.35,4.18,12.4,25,7,8,0,Delivered
GLV_000064,2026-06-07 18:30:00,REST_040,COUR_040,Gòtic,15.81,1.82,3.48,28,6,9,0,Delivered
GLV_000065,2026-06-03 12:55:00,REST_049,COUR_080,Eixample,39.07,2.51,8.6,17,-1,20,0,Delivered
GLV_000066,2026-06-02 10:40:00,REST_029,COUR_126,Gràcia,59.39,4.16,13.07,23,2,19,0,Delivered
GLV_000067,2026-06-05 12:50:00,REST_030,COUR_035,Eixample,44.66,3.71,9.83,27,5,19,1,Delivered
GLV_000068,2026-06-06 21:47:00,REST_001,COUR_104,Gràcia,28.7,4.48,6.31,24,4,9,0,Delivered
GLV_000069,2026-06-05 06:36:00,REST_024,COUR_024,Gràcia,59.22,3.45,13.03,21,4,14,0,Delivered
GLV_000070,2026-06-06 18:26:00,REST_006,COUR_085,Poblenou,31.37,4.28,6.9,17,0,14,0,Delivered
GLV_000071,2026-06-07 18:31:00,REST_014,COUR_125,Poblenou,45.05,1.94,9.91,28,2,12,1,Delivered
GLV_000072,2026-06-02 16:42:00,REST_002,COUR_098,Sants,28.71,2.73,6.32,13,1,21,1,Delivered
GLV_000073,2026-06-06 09:19:00,REST_010,COUR_105,Sants,29.94,4.2,6.59,27,5,9,0,Delivered
GLV_000074,2026-06-05 22:21:00,REST_026,COUR_041,Sants,26.45,1.95,5.82,21,3,11,0,Delivered
GLV_000075,2026-06-06 20:38:00,REST_012,COUR_115,Eixample,35.04,3.76,7.71,33,4,20,0,Delivered
GLV_000076,2026-06-02 13:20:00,REST_003,COUR_042,Gòtic,30.19,2.39,6.64,21,8,16,0,Delivered
GLV_000077,2026-06-03 09:02:00,REST_020,COUR_065,Sants,36.55,3.88,8.04,11,2,12,0,Delivered
GLV_000078,2026-06-04 05:54:00,REST_008,COUR_100,Poblenou,39.72,3.31,8.74,22,2,21,0,Delivered
GLV_000079,2026-06-02 00:22:00,REST_038,COUR_059,Gòtic,60.38,2.08,13.28,28,6,14,0,Delivered
GLV_000080,2026-06-05 19:40:00,REST_016,COUR_142,Sants,26.78,1.76,5.89,14,6,13,0,Delivered
GLV_000081,2026-06-01 18:53:00,REST_019,COUR_109,Gràcia,60.52,3.23,13.31,17,2,26,1,Delivered
GLV_000082,2026-06-02 19:16:00,REST_040,COUR_108,Sants,22.67,2.1,4.99,28,3,18,0,Delivered
GLV_000083,2026-06-06 10:26:00,REST_016,COUR_132,Gràcia,58.22,2.14,12.81,12,4,20,0,Delivered
GLV_000084,2026-06-05 17:14:00,REST_016,COUR_059,Gòtic,33.7,4.09,7.41,14,-2,12,0,Delivered
GLV_000085,2026-06-03 11:18:00,REST_039,COUR_118,Gòtic,64.05,3.85,14.09,22,7,12,1,Delivered
GLV_000086,2026-06-05 15:01:00,REST_022,COUR_096,Sarrià,59.72,4.41,13.14,13,11,16,0,Delivered
GLV_000087,2026-06-06 20:35:00,REST_041,COUR_064,Eixample,54.5,4.0,11.99,16,7,18,0,Delivered
GLV_000088,2026-06-01 20:01:00,REST_042,COUR_069,Sarrià,28.32,2.35,6.23,16,9,9,1,Delivered
GLV_000089,2026-06-03 19:18:00,REST_012,COUR_005,Sarrià,34.88,1.89,7.67,33,9,14,0,Delivered
GLV_000090,2026-06-02 09:07:00,REST_032,COUR_092,Sarrià,16.41,1.56,3.61,25,11,17,0,Delivered
GLV_000091,2026-06-03 15:15:00,REST_008,COUR_085,Gràcia,61.14,1.53,13.45,21,3,16,0,Delivered
GLV_000092,2026-06-03 09:00:00,REST_022,COUR_016,Gràcia,34.97,1.87,7.69,21,4,18,0,Delivered
GLV_000093,2026-06-05 10:41:00,REST_015,COUR_133,Eixample,64.7,2.0,14.23,26,3,15,0,Delivered
GLV_000094,2026-06-02 19:10:00,REST_035,COUR_113,Sarrià,0.0,0.0,0.0,25,0,0,1,Cancelled
GLV_000095,2026-06-01 12:15:00,REST_036,COUR_094,Poblenou,60.82,4.21,13.38,20,3,15,0,Delivered
GLV_000096,2026-06-07 11:13:00,REST_043,COUR_129,Sants,60.76,2.68,13.37,17,4,20,0,Delivered
GLV_000097,2026-06-01 19:07:00,REST_035,COUR_116,Sants,20.02,2.84,4.4,26,4,16,0,Delivered
GLV_000098,2026-06-03 22:59:00,REST_019,COUR_092,Sants,59.31,3.19,13.05,18,2,16,0,Delivered
GLV_000099,2026-06-07 15:11:00,REST_001,COUR_108,Gràcia,22.51,4.24,4.95,24,4,8,1,Delivered
GLV_000100,2026-06-01 07:51:00,REST_027,COUR_024,Eixample,44.32,2.13,9.75,30,1,19,0,Delivered
GLV_000101,2026-06-05 19:47:00,REST_016,COUR_139,Sants,38.66,2.6,8.51,20,9,19,0,Delivered
GLV_000102,2026-06-05 14:53:00,REST_010,COUR_005,Sants,63.93,3.44,14.06,30,7,21,0,Delivered
GLV_000103,2026-06-07 11:44:00,REST_013,COUR_043,Gràcia,15.01,2.37,3.3,22,7,18,0,Delivered
GLV_000104,2026-06-04 07:27:00,REST_019,COUR_112,Sants,58.49,2.03,12.87,21,2,18,0,Delivered
GLV_000105,2026-06-06 11:59:00,REST_031,COUR_024,Eixample,63.0,4.07,13.86,25,6,12,0,Delivered
GLV_000106,2026-06-02 16:10:00,REST_001,COUR_046,Gòtic,37.45,1.99,8.24,24,1,12,0,Delivered
GLV_000107,2026-06-07 13:18:00,REST_027,COUR_140,Sants,52.32,3.14,11.51,28,0,17,0,Delivered
GLV_000108,2026-06-03 18:56:00,REST_004,COUR_009,Sarrià,57.21,1.67,12.59,18,6,20,0,Delivered
GLV_000109,2026-06-02 18:48:00,REST_003,COUR_080,Eixample,14.3,3.98,3.15,21,3,10,0,Delivered
GLV_000110,2026-06-07 20:51:00,REST_009,COUR_056,Eixample,50.05,4.28,11.01,33,8,17,0,Delivered
GLV_000111,2026-06-04 18:06:00,REST_028,COUR_010,Gràcia,60.55,4.19,13.32,19,4,9,0,Delivered
GLV_000112,2026-06-06 19:06:00,REST_024,COUR_072,Gràcia,44.45,4.19,9.78,28,17,9,0,Delivered
GLV_000113,2026-06-05 07:45:00,REST_041,COUR_043,Poblenou,16.04,2.89,3.53,5,4,16,0,Delivered
GLV_000114,2026-06-04 19:54:00,REST_005,COUR_137,Gòtic,13.48,2.67,2.97,22,10,9,0,Delivered
GLV_000115,2026-06-06 13:54:00,REST_004,COUR_121,Sarrià,18.79,1.99,4.13,19,3,20,0,Delivered
GLV_000116,2026-06-02 12:12:00,REST_002,COUR_132,Gòtic,18.75,4.3,4.12,22,-1,17,0,Delivered
GLV_000117,2026-06-03 09:55:00,REST_007,COUR_018,Gòtic,52.78,4.44,11.61,27,6,18,0,Delivered
GLV_000118,2026-06-01 09:28:00,REST_038,COUR_074,Gràcia,23.76,3.06,5.23,27,9,12,0,Delivered
GLV_000119,2026-06-04 08:12:00,REST_015,COUR_112,Poblenou,44.46,1.62,9.78,19,8,16,0,Delivered
GLV_000120,2026-06-01 13:44:00,REST_035,COUR_069,Sants,55.65,2.63,12.24,24,14,11,0,Delivered
GLV_000121,2026-06-03 19:18:00,REST_004,COUR_021,Gràcia,22.56,4.33,4.96,26,14,14,0,Delivered
GLV_000122,2026-06-04 21:06:00,REST_018,COUR_045,Gràcia,26.24,1.88,5.77,17,7,11,1,Delivered
GLV_000123,2026-06-07 07:22:00,REST_038,COUR_141,Gòtic,60.59,3.0,13.33,29,3,15,0,Delivered
GLV_000124,2026-06-05 13:51:00,REST_009,COUR_038,Gòtic,60.39,4.15,13.29,25,11,17,0,Delivered
GLV_000125,2026-06-04 13:05:00,REST_045,COUR_119,Poblenou,52.93,3.41,11.64,17,3,8,0,Delivered
GLV_000126,2026-06-06 10:03:00,REST_037,COUR_040,Sarrià,26.08,2.59,5.74,22,-2,18,0,Delivered
GLV_000127,2026-06-06 09:07:00,REST_014,COUR_048,Gràcia,29.25,2.5,6.43,28,6,11,0,Delivered
GLV_000128,2026-06-06 13:53:00,REST_038,COUR_003,Eixample,36.84,3.89,8.1,31,10,21,0,Delivered
GLV_000129,2026-06-05 07:40:00,REST_006,COUR_132,Gràcia,0.0,0.0,0.0,16,0,0,0,Cancelled
GLV_000130,2026-06-03 19:27:00,REST_006,COUR_088,Sants,0.0,0.0,0.0,21,0,0,0,Cancelled
GLV_000131,2026-06-02 13:38:00,REST_034,COUR_069,Gràcia,47.65,4.24,10.48,31,12,13,0,Delivered
GLV_000132,2026-06-07 18:01:00,REST_009,COUR_055,Sants,55.19,2.66,12.14,21,7,20,0,Delivered
GLV_000133,2026-06-04 09:15:00,REST_024,COUR_106,Gòtic,33.76,1.58,7.43,21,6,14,1,Delivered
GLV_000134,2026-06-01 08:56:00,REST_038,COUR_080,Gòtic,58.7,2.88,12.91,26,0,14,0,Delivered
GLV_000135,2026-06-06 12:53:00,REST_031,COUR_089,Gòtic,37.06,2.13,8.15,24,5,15,1,Delivered
GLV_000136,2026-06-06 13:27:00,REST_031,COUR_009,Eixample,60.81,3.92,13.38,37,10,12,0,Delivered
GLV_000137,2026-06-06 19:09:00,REST_043,COUR_106,Eixample,51.27,4.35,11.28,22,5,19,0,Delivered
GLV_000138,2026-06-05 20:25:00,REST_010,COUR_150,Gràcia,44.33,4.04,9.75,29,4,17,0,Delivered
GLV_000139,2026-06-05 14:02:00,REST_028,COUR_074,Sants,34.04,4.26,7.49,28,7,14,0,Delivered
GLV_000140,2026-06-04 14:50:00,REST_045,COUR_123,Sants,55.31,3.34,12.17,19,15,19,0,Delivered
GLV_000141,2026-06-01 22:10:00,REST_020,COUR_133,Sarrià,24.57,1.81,5.41,15,9,13,0,Delivered
GLV_000142,2026-06-03 07:35:00,REST_034,COUR_051,Gòtic,40.45,3.2,8.9,24,4,8,1,Delivered
GLV_000143,2026-06-07 11:56:00,REST_014,COUR_054,Eixample,27.16,3.14,5.98,24,7,21,0,Delivered
GLV_000144,2026-06-02 13:31:00,REST_016,COUR_037,Gòtic,24.29,1.66,5.34,22,8,10,0,Delivered
GLV_000145,2026-06-01 22:19:00,REST_007,COUR_066,Poblenou,29.89,1.71,6.58,31,2,18,0,Delivered
GLV_000146,2026-06-02 19:14:00,REST_012,COUR_093,Eixample,52.48,4.1,11.55,34,6,12,0,Delivered
GLV_000147,2026-06-05 09:32:00,REST_035,COUR_130,Gràcia,38.68,3.89,8.51,20,5,8,0,Delivered
GLV_000148,2026-06-06 11:28:00,REST_015,COUR_130,Sants,60.68,2.92,13.35,25,7,12,0,Delivered
GLV_000149,2026-06-06 08:49:00,REST_002,COUR_057,Sarrià,39.36,2.31,8.66,13,0,19,0,Delivered
GLV_000150,2026-06-06 19:30:00,REST_026,COUR_095,Gòtic,23.97,3.44,5.27,28,0,16,0,Delivered
GLV_000151,2026-06-01 14:27:00,REST_045,COUR_083,Sarrià,38.84,2.4,8.54,15,6,15,0,Delivered
GLV_000152,2026-06-01 15:04:00,REST_013,COUR_046,Gràcia,38.12,2.93,8.39,22,0,21,0,Delivered
GLV_000153,2026-06-06 12:47:00,REST_012,COUR_057,Sants,63.29,4.45,13.92,23,11,19,0,Delivered
GLV_000154,2026-06-05 19:18:00,REST_015,COUR_018,Sants,19.76,4.25,4.35,29,4,18,1,Delivered
GLV_000155,2026-06-07 11:24:00,REST_045,COUR_088,Sants,62.25,3.97,13.7,12,3,9,0,Delivered
GLV_000156,2026-06-02 19:51:00,REST_035,COUR_032,Gòtic,29.99,3.11,6.6,24,9,10,0,Delivered
GLV_000157,2026-06-07 23:24:00,REST_007,COUR_089,Poblenou,50.57,2.19,11.13,21,5,13,0,Delivered
GLV_000158,2026-06-06 20:31:00,REST_021,COUR_096,Sants,34.14,3.51,7.51,22,10,13,0,Delivered
GLV_000159,2026-06-04 08:50:00,REST_007,COUR_144,Sarrià,33.24,1.53,7.31,28,4,18,0,Delivered
GLV_000160,2026-06-06 15:45:00,REST_003,COUR_004,Sants,45.43,3.42,9.99,17,-2,19,0,Delivered
GLV_000161,2026-06-02 22:40:00,REST_021,COUR_088,Sarrià,21.91,2.42,4.82,20,3,16,0,Delivered
GLV_000162,2026-06-02 14:19:00,REST_006,COUR_077,Sarrià,15.8,3.25,3.48,20,1,18,1,Delivered
GLV_000163,2026-06-06 16:55:00,REST_050,COUR_057,Sarrià,39.59,2.21,8.71,11,1,21,0,Delivered
GLV_000164,2026-06-05 13:41:00,REST_001,COUR_141,Gràcia,18.15,3.44,3.99,32,-1,14,0,Delivered
GLV_000165,2026-06-07 19:15:00,REST_021,COUR_134,Gòtic,46.35,4.07,10.2,29,11,9,0,Delivered
GLV_000166,2026-06-02 19:27:00,REST_008,COUR_128,Poblenou,59.39,1.87,13.07,30,7,16,0,Delivered
GLV_000167,2026-06-03 14:01:00,REST_014,COUR_009,Poblenou,25.56,2.39,5.62,38,8,15,0,Delivered
GLV_000168,2026-06-07 17:46:00,REST_004,COUR_082,Eixample,48.0,4.29,10.56,19,5,18,0,Delivered
GLV_000169,2026-06-05 23:04:00,REST_042,COUR_126,Eixample,25.09,3.28,5.52,13,7,11,0,Delivered
GLV_000170,2026-06-07 19:53:00,REST_005,COUR_110,Sarrià,42.83,4.26,9.42,18,13,8,0,Delivered
GLV_000171,2026-06-05 08:19:00,REST_013,COUR_021,Sarrià,18.7,2.93,4.11,26,8,8,0,Delivered
GLV_000172,2026-06-07 07:08:00,REST_014,COUR_039,Sarrià,25.96,2.25,5.71,22,2,14,0,Delivered
GLV_000173,2026-06-07 01:04:00,REST_035,COUR_144,Sarrià,58.32,2.87,12.83,18,6,8,0,Delivered
GLV_000174,2026-06-02 18:37:00,REST_031,COUR_095,Gràcia,12.54,2.6,2.76,20,3,21,0,Delivered
GLV_000175,2026-06-03 06:44:00,REST_032,COUR_029,Gràcia,34.4,3.49,7.57,25,2,14,0,Delivered
GLV_000176,2026-06-06 14:24:00,REST_029,COUR_117,Gòtic,13.88,4.23,3.05,24,10,15,1,Delivered
GLV_000177,2026-06-06 02:51:00,REST_005,COUR_058,Sants,16.64,2.3,3.66,13,8,16,0,Delivered
GLV_000178,2026-06-03 07:58:00,REST_033,COUR_133,Sarrià,64.31,2.89,14.15,23,7,8,0,Delivered
GLV_000179,2026-06-06 22:15:00,REST_043,COUR_072,Sarrià,62.95,4.46,13.85,24,3,9,0,Delivered
GLV_000180,2026-06-04 15:51:00,REST_030,COUR_048,Sants,24.96,3.6,5.49,26,-2,10,0,Delivered
GLV_000181,2026-06-02 13:25:00,REST_049,COUR_011,Poblenou,38.5,2.1,8.47,21,9,14,0,Delivered
GLV_000182,2026-06-06 19:45:00,REST_045,COUR_074,Gòtic,15.94,3.71,3.51,16,12,9,0,Delivered
GLV_000183,2026-06-02 18:37:00,REST_016,COUR_124,Sants,49.81,2.47,10.96,16,2,8,0,Delivered
GLV_000184,2026-06-03 20:56:00,REST_015,COUR_032,Gòtic,36.49,3.75,8.03,28,11,13,0,Delivered
GLV_000185,2026-06-01 18:47:00,REST_005,COUR_131,Eixample,24.79,2.73,5.45,20,4,21,0,Delivered
GLV_000186,2026-06-01 19:36:00,REST_028,COUR_080,Sarrià,15.78,2.62,3.47,26,10,8,0,Delivered
GLV_000187,2026-06-01 20:38:00,REST_045,COUR_099,Eixample,56.61,3.09,12.45,17,5,18,0,Delivered
GLV_000188,2026-06-01 12:36:00,REST_001,COUR_014,Gòtic,24.14,1.93,5.31,26,5,20,0,Delivered
GLV_000189,2026-06-04 08:24:00,REST_038,COUR_035,Sarrià,37.71,3.21,8.3,23,2,14,0,Delivered
GLV_000190,2026-06-06 14:51:00,REST_022,COUR_103,Eixample,48.69,3.14,10.71,20,10,12,0,Delivered
GLV_000191,2026-06-04 12:41:00,REST_042,COUR_092,Sarrià,54.26,3.44,11.94,11,4,17,1,Delivered
GLV_000192,2026-06-02 08:51:00,REST_002,COUR_113,Sarrià,27.53,3.16,6.06,11,4,16,0,Delivered
GLV_000193,2026-06-07 17:26:00,REST_049,COUR_020,Sarrià,52.85,3.64,11.63,10,4,10,0,Delivered
GLV_000194,2026-06-01 08:29:00,REST_036,COUR_110,Gòtic,61.75,4.1,13.59,24,5,15,0,Delivered
GLV_000195,2026-06-07 07:51:00,REST_044,COUR_005,Poblenou,19.83,3.63,4.36,26,6,10,0,Delivered
GLV_000196,2026-06-06 18:12:00,REST_003,COUR_089,Eixample,15.96,3.78,3.51,21,6,10,0,Delivered
GLV_000197,2026-06-04 19:04:00,REST_037,COUR_141,Poblenou,37.4,2.22,8.23,31,14,21,0,Delivered
GLV_000198,2026-06-02 19:06:00,REST_010,COUR_149,Gràcia,25.51,3.37,5.61,31,3,21,0,Delivered
GLV_000199,2026-06-04 06:20:00,REST_027,COUR_076,Sants,22.38,2.95,4.92,23,6,14,0,Delivered
GLV_000200,2026-06-06 06:53:00,REST_044,COUR_099,Sarrià,34.82,1.87,7.66,26,5,10,0,Delivered
GLV_000201,2026-06-02 09:00:00,REST_021,COUR_079,Sants,38.32,2.01,8.43,17,2,14,0,Delivered
GLV_000202,2026-06-06 17:26:00,REST_007,COUR_083,Sarrià,0.0,0.0,0.0,24,0,0,0,Cancelled
GLV_000203,2026-06-02 09:58:00,REST_015,COUR_035,Gòtic,0.0,0.0,0.0,27,0,0,0,Cancelled
GLV_000204,2026-06-03 18:59:00,REST_036,COUR_112,Eixample,52.26,3.42,11.5,23,2,19,0,Delivered
GLV_000205,2026-06-01 15:25:00,REST_025,COUR_104,Eixample,39.12,4.15,8.61,10,4,13,0,Delivered
GLV_000206,2026-06-04 12:49:00,REST_050,COUR_086,Eixample,14.23,3.19,3.13,14,11,13,0,Delivered
GLV_000207,2026-06-07 11:01:00,REST_010,COUR_120,Eixample,48.11,2.0,10.58,21,6,11,0,Delivered
GLV_000208,2026-06-04 16:42:00,REST_012,COUR_044,Gòtic,59.25,3.66,13.04,24,6,21,0,Delivered
GLV_000209,2026-06-06 16:06:00,REST_042,COUR_087,Gòtic,24.49,4.34,5.39,11,9,15,0,Delivered
GLV_000210,2026-06-04 13:20:00,REST_024,COUR_074,Gòtic,17.18,2.67,3.78,20,4,19,0,Delivered
GLV_000211,2026-06-06 22:01:00,REST_042,COUR_130,Eixample,38.53,1.85,8.48,11,1,10,0,Delivered
GLV_000212,2026-06-05 09:48:00,REST_016,COUR_079,Gràcia,29.91,1.57,6.58,17,5,15,0,Delivered
GLV_000213,2026-06-05 12:59:00,REST_024,COUR_103,Poblenou,29.23,1.71,6.43,12,2,15,1,Delivered
GLV_000214,2026-06-05 12:29:00,REST_035,COUR_053,Sants,33.4,1.95,7.35,14,2,8,0,Delivered
GLV_000215,2026-06-06 19:08:00,REST_047,COUR_052,Gràcia,41.9,4.14,9.22,26,2,20,0,Delivered
GLV_000216,2026-06-04 10:01:00,REST_016,COUR_031,Eixample,43.18,4.22,9.5,15,3,19,0,Delivered
GLV_000217,2026-06-07 12:17:00,REST_002,COUR_130,Eixample,40.5,3.85,8.91,20,4,14,0,Delivered
GLV_000218,2026-06-06 18:12:00,REST_016,COUR_030,Sants,30.27,4.0,6.66,14,6,21,0,Delivered
GLV_000219,2026-06-03 20:34:00,REST_019,COUR_065,Gòtic,20.9,4.18,4.6,24,6,19,0,Delivered
GLV_000220,2026-06-05 07:08:00,REST_008,COUR_011,Sarrià,26.03,4.08,5.73,22,3,16,0,Delivered
GLV_000221,2026-06-05 18:35:00,REST_031,COUR_070,Gràcia,55.6,2.27,12.23,29,4,19,0,Delivered
GLV_000222,2026-06-02 17:49:00,REST_041,COUR_039,Gràcia,28.86,4.37,6.35,8,7,15,0,Delivered
GLV_000223,2026-06-03 10:44:00,REST_031,COUR_063,Gràcia,52.11,1.96,11.46,27,4,9,0,Delivered
GLV_000224,2026-06-06 08:47:00,REST_023,COUR_068,Eixample,43.85,4.04,9.65,18,7,14,0,Delivered
