order_id,order_placed_at,restaurant_id,courier_id,delivery_neighborhood,basket_value_euros,delivery_fee_euros,commission_euros,prep_time_minutes,courier_wait_minutes,travel_time_minutes,is_raining,order_status
GLV_000063,2026-06-01 13:44:00,REST_038,COUR_020,Gràcia,47.99,3.33,10.56,33,15,18,0,Delivered
GLV_000064,2026-06-07 18:53:00,REST_010,COUR_111,Gràcia,25.53,2.45,5.62,24,5,12,0,Delivered
GLV_000065,2026-06-04 08:02:00,REST_048,COUR_011,Eixample,0.0,0.0,0.0,13,0,0,1,Cancelled
GLV_000066,2026-06-06 12:35:00,REST_039,COUR_129,Gòtic,57.75,2.68,12.71,19,8,9,0,Delivered
GLV_000067,2026-06-06 11:40:00,REST_042,COUR_124,Sants,51.22,2.09,11.27,14,2,13,0,Delivered
GLV_000068,2026-06-07 21:31:00,REST_040,COUR_003,Gòtic,22.29,3.92,4.9,22,6,15,0,Delivered
GLV_000069,2026-06-03 21:19:00,REST_045,COUR_062,Sarrià,20.92,3.86,4.6,13,5,17,0,Delivered
GLV_000070,2026-06-07 12:44:00,REST_042,COUR_045,Gràcia,33.58,1.88,7.39,9,3,14,0,Delivered
GLV_000071,2026-06-06 17:46:00,REST_016,COUR_111,Sants,18.04,3.91,3.97,15,2,8,0,Delivered
GLV_000072,2026-06-02 20:44:00,REST_029,COUR_046,Poblenou,23.03,2.14,5.07,28,19,21,0,Delivered
GLV_000073,2026-06-01 14:02:00,REST_009,COUR_042,Sarrià,27.09,3.83,5.96,28,11,20,1,Delivered
GLV_000074,2026-06-04 14:26:00,REST_007,COUR_142,Sarrià,57.44,3.97,12.64,30,16,18,1,Delivered
GLV_000075,2026-06-02 20:05:00,REST_047,COUR_082,Gòtic,31.03,3.14,6.83,30,16,20,0,Delivered
GLV_000076,2026-06-06 18:44:00,REST_036,COUR_125,Sarrià,48.94,3.56,10.77,22,5,9,1,Delivered
GLV_000077,2026-06-07 10:54:00,REST_026,COUR_003,Sarrià,60.01,3.4,13.2,16,5,10,0,Delivered
GLV_000078,2026-06-01 17:36:00,REST_041,COUR_077,Gòtic,43.54,2.07,9.58,11,7,16,0,Delivered
GLV_000079,2026-06-02 02:33:00,REST_040,COUR_121,Poblenou,18.81,3.02,4.14,19,4,14,0,Delivered
GLV_000080,2026-06-06 12:25:00,REST_043,COUR_130,Gòtic,35.61,1.72,7.83,18,5,8,0,Delivered
GLV_000081,2026-06-04 15:42:00,REST_043,COUR_135,Eixample,43.56,3.03,9.58,21,1,13,0,Delivered
GLV_000082,2026-06-02 17:22:00,REST_032,COUR_135,Sants,17.88,4.48,3.93,20,4,12,0,Delivered
GLV_000083,2026-06-07 08:30:00,REST_034,COUR_037,Sants,52.32,4.06,11.51,25,3,14,0,Delivered
GLV_000084,2026-06-05 17:36:00,REST_048,COUR_101,Sarrià,13.69,2.72,3.01,14,7,8,0,Delivered
GLV_000085,2026-06-05 14:12:00,REST_022,COUR_027,Gràcia,64.96,2.04,14.29,20,8,13,0,Delivered
GLV_000086,2026-06-02 15:36:00,REST_001,COUR_088,Gràcia,14.36,3.25,3.16,25,21,9,1,Delivered
GLV_000087,2026-06-05 08:00:00,REST_012,COUR_091,Gòtic,42.24,3.2,9.29,28,3,8,0,Delivered
GLV_000088,2026-06-03 14:17:00,REST_050,COUR_042,Poblenou,17.12,1.56,3.77,10,17,17,1,Delivered
GLV_000089,2026-06-03 15:08:00,REST_034,COUR_094,Gòtic,46.72,3.25,10.28,25,6,14,0,Delivered
GLV_000090,2026-06-01 11:14:00,REST_006,COUR_008,Sarrià,18.35,1.68,4.04,16,8,16,0,Delivered
GLV_000091,2026-06-01 14:32:00,REST_021,COUR_015,Sarrià,15.37,2.02,3.38,26,14,18,0,Delivered
GLV_000092,2026-06-04 10:24:00,REST_031,COUR_082,Eixample,64.47,2.53,14.18,25,2,17,0,Delivered
GLV_000093,2026-06-07 12:37:00,REST_039,COUR_036,Eixample,57.45,3.35,12.64,21,15,12,1,Delivered
GLV_000094,2026-06-02 21:32:00,REST_005,COUR_143,Gòtic,16.39,3.17,3.61,23,5,10,0,Delivered
GLV_000095,2026-06-02 07:26:00,REST_043,COUR_073,Poblenou,44.77,3.2,9.85,20,6,10,0,Delivered
GLV_000096,2026-06-03 09:41:00,REST_045,COUR_144,Gòtic,58.99,3.09,12.98,12,9,8,0,Delivered
GLV_000097,2026-06-03 19:15:00,REST_038,COUR_034,Eixample,32.77,3.42,7.21,33,14,13,1,Delivered
GLV_000098,2026-06-03 21:05:00,REST_001,COUR_040,Sarrià,12.7,3.43,2.79,22,2,13,0,Delivered
GLV_000099,2026-06-07 19:42:00,REST_006,COUR_082,Sants,54.05,2.47,11.89,18,15,17,0,Delivered
GLV_000100,2026-06-01 16:49:00,REST_029,COUR_056,Eixample,31.46,2.4,6.92,23,6,17,0,Delivered
GLV_000101,2026-06-03 13:40:00,REST_020,COUR_040,Gràcia,53.49,1.63,11.77,18,18,13,0,Delivered
GLV_000102,2026-06-03 00:16:00,REST_035,COUR_031,Sarrià,24.08,3.74,5.3,18,5,8,0,Delivered
GLV_000103,2026-06-02 17:42:00,REST_012,COUR_080,Gràcia,60.73,4.45,13.36,26,5,12,0,Delivered
GLV_000104,2026-06-02 19:32:00,REST_031,COUR_012,Poblenou,34.97,3.21,7.69,32,13,17,0,Delivered
GLV_000105,2026-06-02 22:12:00,REST_001,COUR_066,Poblenou,46.9,2.09,10.32,29,5,14,0,Delivered
GLV_000106,2026-06-01 10:05:00,REST_046,COUR_069,Poblenou,52.27,2.79,11.5,17,7,13,1,Delivered
GLV_000107,2026-06-04 14:46:00,REST_020,COUR_108,Poblenou,57.01,3.68,12.54,18,8,18,1,Delivered
GLV_000108,2026-06-02 07:17:00,REST_032,COUR_085,Gràcia,35.06,3.49,7.71,25,10,14,0,Delivered
GLV_000109,2026-06-06 18:48:00,REST_011,COUR_033,Poblenou,31.19,1.92,6.86,10,5,8,0,Delivered
GLV_000110,2026-06-06 22:20:00,REST_028,COUR_031,Poblenou,58.38,1.87,12.84,19,0,11,0,Delivered
GLV_000111,2026-06-03 14:39:00,REST_040,COUR_115,Gòtic,40.39,2.22,8.89,31,18,18,1,Delivered
GLV_000112,2026-06-06 12:50:00,REST_021,COUR_144,Gòtic,49.94,3.0,10.99,19,4,13,0,Delivered
GLV_000113,2026-06-05 14:25:00,REST_028,COUR_108,Poblenou,16.04,2.93,3.53,28,18,19,0,Delivered
GLV_000114,2026-06-05 13:44:00,REST_038,COUR_073,Gòtic,13.44,4.02,2.96,30,15,18,0,Delivered
GLV_000115,2026-06-01 09:01:00,REST_014,COUR_072,Sants,45.66,4.41,10.05,23,18,11,1,Delivered
GLV_000116,2026-06-04 08:29:00,REST_040,COUR_058,Poblenou,28.05,1.87,6.17,26,3,15,0,Delivered
GLV_000117,2026-06-06 21:14:00,REST_016,COUR_006,Gràcia,51.51,1.67,11.33,14,7,15,1,Delivered
GLV_000118,2026-06-07 16:29:00,REST_038,COUR_048,Poblenou,44.78,4.08,9.85,25,3,17,0,Delivered
GLV_000119,2026-06-03 00:03:00,REST_020,COUR_041,Sarrià,44.84,2.53,9.86,15,7,14,0,Delivered
GLV_000120,2026-06-04 08:20:00,REST_002,COUR_041,Poblenou,26.48,1.53,5.83,15,1,13,0,Delivered
GLV_000121,2026-06-05 07:24:00,REST_007,COUR_112,Sants,15.92,4.29,3.5,22,5,12,0,Delivered
GLV_000122,2026-06-06 09:13:00,REST_013,COUR_043,Sants,53.57,2.52,11.79,21,3,8,0,Delivered
GLV_000123,2026-06-06 15:14:00,REST_002,COUR_128,Sarrià,59.15,1.79,13.01,15,6,15,0,Delivered
GLV_000124,2026-06-07 18:24:00,REST_028,COUR_146,Sarrià,53.37,3.01,11.74,21,1,9,1,Delivered
GLV_000125,2026-06-05 13:09:00,REST_010,COUR_141,Eixample,17.29,2.71,3.8,33,17,10,0,Delivered
GLV_000126,2026-06-06 18:20:00,REST_044,COUR_120,Gòtic,30.81,2.29,6.78,20,20,15,1,Delivered
GLV_000127,2026-06-07 13:22:00,REST_033,COUR_134,Eixample,36.08,2.08,7.94,26,21,10,0,Delivered
GLV_000128,2026-06-03 07:42:00,REST_034,COUR_125,Gòtic,17.39,3.55,3.83,25,0,12,0,Delivered
GLV_000129,2026-06-02 12:38:00,REST_027,COUR_071,Gràcia,61.05,4.38,13.43,24,9,11,0,Delivered
GLV_000130,2026-06-07 13:38:00,REST_029,COUR_055,Gràcia,58.86,2.98,12.95,30,19,22,0,Delivered
GLV_000131,2026-06-03 18:28:00,REST_002,COUR_077,Eixample,38.77,2.27,8.53,18,5,16,0,Delivered
GLV_000132,2026-06-04 09:12:00,REST_017,COUR_062,Gòtic,32.32,2.85,7.11,18,1,12,0,Delivered
GLV_000133,2026-06-06 10:09:00,REST_004,COUR_038,Poblenou,17.23,3.23,3.79,19,7,10,1,Delivered
GLV_000134,2026-06-01 21:56:00,REST_044,COUR_021,Sants,47.64,3.3,10.48,19,3,10,0,Delivered
GLV_000135,2026-06-07 17:33:00,REST_007,COUR_028,Eixample,42.55,2.13,9.36,26,4,9,0,Delivered
GLV_000136,2026-06-01 10:09:00,REST_048,COUR_043,Gràcia,34.0,4.28,7.48,12,2,9,0,Delivered
GLV_000137,2026-06-07 19:23:00,REST_023,COUR_095,Gràcia,39.85,3.46,8.77,24,19,21,0,Delivered
GLV_000138,2026-06-05 06:57:00,REST_001,COUR_024,Sants,23.94,4.03,5.27,26,1,9,0,Delivered
GLV_000139,2026-06-06 19:25:00,REST_026,COUR_057,Sarrià,0.0,0.0,0.0,27,0,0,0,Cancelled
GLV_000140,2026-06-02 19:58:00,REST_036,COUR_019,Gòtic,48.82,3.56,10.74,31,13,11,0,Delivered
GLV_000141,2026-06-03 07:23:00,REST_022,COUR_107,Poblenou,23.83,2.53,5.24,11,8,13,0,Delivered
GLV_000142,2026-06-03 00:29:00,REST_032,COUR_085,Gòtic,47.06,3.74,10.35,25,5,16,0,Delivered
GLV_000143,2026-06-05 17:46:00,REST_012,COUR_112,Poblenou,26.52,2.18,5.83,25,4,10,0,Delivered
GLV_000144,2026-06-02 09:51:00,REST_001,COUR_121,Poblenou,19.38,2.51,4.26,24,4,12,0,Delivered
GLV_000145,2026-06-03 08:44:00,REST_047,COUR_124,Sants,51.77,2.07,11.39,26,2,16,0,Delivered
GLV_000146,2026-06-05 19:44:00,REST_018,COUR_029,Sants,64.77,4.24,14.25,18,16,14,0,Delivered
GLV_000147,2026-06-07 19:56:00,REST_017,COUR_019,Gòtic,32.36,3.53,7.12,25,14,19,0,Delivered
GLV_000148,2026-06-06 22:58:00,REST_033,COUR_150,Eixample,18.48,4.09,4.07,18,4,15,0,Delivered
GLV_000149,2026-06-03 19:22:00,REST_023,COUR_120,Gòtic,35.6,4.48,7.83,24,17,24,0,Delivered
GLV_000150,2026-06-04 18:48:00,REST_008,COUR_063,Gòtic,56.62,1.94,12.46,22,6,10,0,Delivered
GLV_000151,2026-06-04 15:57:00,REST_005,COUR_146,Gòtic,42.1,4.4,9.26,15,5,12,0,Delivered
GLV_000152,2026-06-07 12:10:00,REST_044,COUR_119,Sarrià,17.7,3.84,3.89,21,5,13,0,Delivered
GLV_000153,2026-06-04 14:39:00,REST_006,COUR_024,Sarrià,39.27,3.93,8.64,23,13,20,0,Delivered
GLV_000154,2026-06-06 05:57:00,REST_040,COUR_090,Sarrià,41.55,3.79,9.14,21,6,13,0,Delivered
GLV_000155,2026-06-06 08:52:00,REST_046,COUR_078,Eixample,25.65,2.79,5.64,18,3,14,1,Delivered
GLV_000156,2026-06-06 13:01:00,REST_002,COUR_138,Eixample,17.88,2.65,3.93,17,16,10,1,Delivered
GLV_000157,2026-06-05 18:16:00,REST_021,COUR_081,Gràcia,26.98,1.98,5.94,20,4,13,0,Delivered
GLV_000158,2026-06-05 22:30:00,REST_042,COUR_100,Gòtic,54.54,2.78,12.0,10,3,10,0,Delivered
GLV_000159,2026-06-06 21:33:00,REST_033,COUR_009,Poblenou,62.0,2.98,13.64,16,3,16,0,Delivered
GLV_000160,2026-06-01 12:47:00,REST_017,COUR_048,Gòtic,56.57,3.63,12.45,21,1,13,0,Delivered
GLV_000161,2026-06-03 18:08:00,REST_001,COUR_039,Gòtic,45.18,2.69,9.94,24,3,13,0,Delivered
GLV_000162,2026-06-03 18:57:00,REST_029,COUR_118,Sarrià,62.75,4.07,13.8,23,1,12,1,Delivered
GLV_000163,2026-06-02 08:55:00,REST_040,COUR_148,Gòtic,50.48,3.05,11.11,21,7,15,0,Delivered
GLV_000164,2026-06-05 09:37:00,REST_015,COUR_093,Poblenou,54.11,2.86,11.9,22,1,11,0,Delivered
GLV_000165,2026-06-06 00:03:00,REST_028,COUR_043,Poblenou,35.43,4.05,7.79,16,21,17,1,Delivered
GLV_000166,2026-06-01 09:50:00,REST_013,COUR_035,Poblenou,58.18,1.75,12.8,24,7,14,0,Delivered
GLV_000167,2026-06-05 09:42:00,REST_028,COUR_078,Sarrià,58.46,2.34,12.86,18,6,16,0,Delivered
GLV_000168,2026-06-01 23:12:00,REST_025,COUR_070,Poblenou,48.7,3.22,10.71,11,4,8,0,Delivered
GLV_000169,2026-06-05 18:46:00,REST_039,COUR_117,Gràcia,38.97,2.95,8.57,19,8,12,0,Delivered
GLV_000170,2026-06-01 16:59:00,REST_007,COUR_102,Sarrià,27.09,3.19,5.96,22,0,8,0,Delivered
GLV_000171,2026-06-04 20:35:00,REST_024,COUR_020,Sarrià,29.24,4.38,6.43,26,16,24,0,Delivered
GLV_000172,2026-06-06 09:04:00,REST_030,COUR_055,Sarrià,44.78,2.63,9.85,20,5,15,0,Delivered
GLV_000173,2026-06-05 00:16:00,REST_033,COUR_089,Sants,31.15,3.61,6.85,20,2,16,0,Delivered
GLV_000174,2026-06-07 00:33:00,REST_029,COUR_128,Eixample,43.38,2.85,9.54,22,4,10,0,Delivered
GLV_000175,2026-06-05 10:45:00,REST_048,COUR_120,Eixample,49.1,2.02,10.8,13,5,15,0,Delivered
GLV_000176,2026-06-02 13:30:00,REST_035,COUR_012,Sants,49.92,2.04,10.98,24,14,17,0,Delivered
GLV_000177,2026-06-02 08:30:00,REST_008,COUR_069,Poblenou,49.63,4.0,10.92,25,7,10,0,Delivered
GLV_000178,2026-06-07 22:51:00,REST_022,COUR_057,Gòtic,13.82,2.94,3.04,13,7,9,0,Delivered
GLV_000179,2026-06-07 14:25:00,REST_027,COUR_107,Gràcia,40.4,4.07,8.89,31,8,19,0,Delivered
GLV_000180,2026-06-04 16:41:00,REST_005,COUR_012,Eixample,49.89,1.97,10.98,16,7,11,0,Delivered
GLV_000181,2026-06-07 19:19:00,REST_027,COUR_084,Sants,34.02,4.07,7.48,33,11,16,0,Delivered
GLV_000182,2026-06-01 14:18:00,REST_017,COUR_099,Gòtic,45.47,3.34,10.0,21,15,13,0,Delivered
GLV_000183,2026-06-04 09:57:00,REST_032,COUR_131,Gòtic,25.16,2.9,5.54,28,4,8,0,Delivered
GLV_000184,2026-06-07 09:05:00,REST_027,COUR_081,Poblenou,26.83,1.8,5.9,24,6,12,0,Delivered
GLV_000185,2026-06-05 13:35:00,REST_019,COUR_098,Sants,0.0,0.0,0.0,26,0,0,0,Cancelled
GLV_000186,2026-06-07 19:17:00,REST_016,COUR_023,Sants,25.04,3.89,5.51,15,13,18,0,Delivered
GLV_000187,2026-06-03 13:40:00,REST_034,COUR_062,Sants,32.14,3.29,7.07,27,17,17,0,Delivered
GLV_000188,2026-06-03 07:39:00,REST_010,COUR_076,Gòtic,14.85,3.33,3.27,22,5,13,0,Delivered
GLV_000189,2026-06-05 11:21:00,REST_035,COUR_116,Poblenou,19.62,2.07,4.32,19,4,8,0,Delivered
GLV_000190,2026-06-04 18:45:00,REST_045,COUR_086,Gòtic,16.21,2.92,3.57,13,14,16,1,Delivered
GLV_000191,2026-06-04 07:11:00,REST_029,COUR_048,Sants,60.38,3.42,13.28,22,3,13,0,Delivered
GLV_000192,2026-06-02 20:28:00,REST_019,COUR_027,Gòtic,54.25,2.3,11.94,22,13,14,0,Delivered
GLV_000193,2026-06-03 16:43:00,REST_030,COUR_085,Poblenou,45.91,3.44,10.1,28,3,16,0,Delivered
GLV_000194,2026-06-04 16:08:00,REST_043,COUR_099,Gòtic,56.38,2.6,12.4,21,5,8,1,Delivered
GLV_000195,2026-06-04 21:07:00,REST_023,COUR_037,Sants,29.71,3.5,6.54,18,2,16,0,Delivered
GLV_000196,2026-06-05 00:41:00,REST_042,COUR_062,Eixample,54.74,1.68,12.04,13,2,16,0,Delivered
GLV_000197,2026-06-03 08:42:00,REST_039,COUR_010,Sants,19.5,3.43,4.29,22,6,9,0,Delivered
GLV_000198,2026-06-06 16:48:00,REST_050,COUR_087,Poblenou,52.37,2.96,11.52,10,5,17,0,Delivered
GLV_000199,2026-06-07 12:44:00,REST_017,COUR_118,Sarrià,39.68,2.55,8.73,15,6,15,0,Delivered
GLV_000200,2026-06-01 19:49:00,REST_007,COUR_003,Sants,37.81,4.23,8.32,33,13,14,0,Delivered
GLV_000201,2026-06-01 18:02:00,REST_021,COUR_013,Eixample,56.01,3.59,12.32,20,4,15,0,Delivered
GLV_000202,2026-06-06 20:39:00,REST_025,COUR_111,Gòtic,60.52,1.75,13.31,13,14,13,1,Delivered
GLV_000203,2026-06-05 08:43:00,REST_001,COUR_078,Gràcia,54.25,4.19,11.94,23,2,14,0,Delivered
GLV_000204,2026-06-06 21:27:00,REST_039,COUR_012,Poblenou,57.3,2.87,12.61,19,11,13,1,Delivered
GLV_000205,2026-06-01 18:46:00,REST_017,COUR_059,Eixample,13.5,2.85,2.97,18,14,15,1,Delivered
GLV_000206,2026-06-04 08:17:00,REST_045,COUR_041,Sants,24.47,3.82,5.38,12,3,8,0,Delivered
GLV_000207,2026-06-03 09:20:00,REST_032,COUR_031,Eixample,64.04,3.67,14.09,22,4,10,0,Delivered
GLV_000208,2026-06-01 07:29:00,REST_048,COUR_080,Poblenou,21.39,3.01,4.71,16,1,9,0,Delivered
GLV_000209,2026-06-05 18:49:00,REST_050,COUR_085,Gràcia,49.79,1.81,10.95,12,5,16,0,Delivered
GLV_000210,2026-06-03 00:03:00,REST_005,COUR_033,Gòtic,45.08,2.27,9.92,17,17,8,1,Delivered
GLV_000211,2026-06-06 19:40:00,REST_044,COUR_059,Gòtic,55.1,2.84,12.12,25,10,18,1,Delivered
GLV_000212,2026-06-05 20:55:00,REST_042,COUR_005,Gòtic,39.88,4.41,8.77,14,15,17,1,Delivered
GLV_000213,2026-06-01 17:22:00,REST_049,COUR_028,Gòtic,13.34,1.9,2.93,16,8,8,0,Delivered
GLV_000214,2026-06-04 09:52:00,REST_048,COUR_064,Gòtic,58.44,2.23,12.86,13,4,17,0,Delivered
GLV_000215,2026-06-07 17:23:00,REST_022,COUR_050,Eixample,0.0,0.0,0.0,13,0,0,0,Cancelled
GLV_000216,2026-06-04 19:59:00,REST_008,COUR_032,Sarrià,56.05,2.9,12.33,29,19,17,0,Delivered
GLV_000217,2026-06-07 13:23:00,REST_049,COUR_022,Sarrià,16.98,3.28,3.74,19,10,22,0,Delivered
GLV_000218,2026-06-06 18:34:00,REST_043,COUR_013,Poblenou,19.72,1.7,4.34,24,8,17,0,Delivered
GLV_000219,2026-06-03 18:39:00,REST_035,COUR_005,Gràcia,43.57,3.96,9.59,16,0,13,1,Delivered
GLV_000220,2026-06-01 16:48:00,REST_015,COUR_013,Eixample,52.8,2.34,11.62,21,16,16,1,Delivered
GLV_000221,2026-06-06 00:44:00,REST_004,COUR_099,Poblenou,37.24,3.68,8.19,18,4,12,0,Delivered
GLV_000222,2026-06-05 09:45:00,REST_025,COUR_045,Eixample,37.68,3.13,8.29,12,0,10,0,Delivered
GLV_000223,2026-06-01 06:36:00,REST_039,COUR_044,Gòtic,59.83,4.15,13.16,19,1,16,1,Delivered
GLV_000224,2026-06-07 19:19:00,REST_028,COUR_140,Gràcia,21.25,3.43,4.67,28,20,11,0,Delivered
